interaction_id,customer_id,interaction_date,interaction_type,reason,agent_id,duration_minutes,resolution_status,satisfaction_score,notes
CRM0007174,CUST001900,2022-02-07,Chat,Technical Support,AGENT019,27.0,Resolved,4.0,Resolved quickly
CRM0000854,CUST003024,2022-02-08,Social Media,Billing Issue,AGENT015,9.0,Resolved,1.0,Follow-up needed
CRM0003782,CUST000037,2022-02-08,Phone Call,Technical Support,AGENT004,52.0,Resolved,4.0,Follow-up needed
CRM0002752,CUST002715,2022-02-08,Social Media,Return Request,AGENT004,8.0,Resolved,,Follow-up needed
CRM0006048,CUST001508,2022-02-08,Phone Call,Billing Issue,AGENT021,,Closed,4.0,Complex issue
CRM0004822,CUST001872,2022-02-08,In-Person,Feedback,AGENT047,23.0,Resolved,5.0,
CRM0001384,CUST002253,2022-02-08,Phone Call,Product Inquiry,AGENT010,,Pending,,Issue escalated
CRM0007756,CUST004621,2022-02-08,Email,Product Inquiry,AGENT014,45.0,Resolved,5.0,Customer satisfied
CRM0004531,CUST004377,2022-02-08,Phone Call,General Question,AGENT026,21.0,Resolved,,Customer satisfied
CRM0002120,CUST003315,2022-02-08,Chat,Product Inquiry,AGENT018,53.0,Pending,,Customer satisfied
CRM0007476,CUST003253,2022-02-08,Chat,Product Inquiry,AGENT014,11.0,Closed,4.0,Customer satisfied
CRM0005222,CUST000552,2022-02-09,Email,Complaint,AGENT013,,Pending,3.0,Issue escalated
CRM0006491,CUST004992,2022-02-09,Social Media,Product Inquiry,AGENT018,7.0,Pending,5.0,Issue escalated
CRM0002167,CUST001338,2022-02-09,Email,Billing Issue,AGENT014,,Resolved,,Complex issue
CRM0001670,CUST004416,2022-02-09,Email,Product Inquiry,AGENT025,47.0,Closed,2.0,Complex issue
CRM0001480,CUST004119,2022-02-09,Phone Call,Product Inquiry,AGENT019,36.0,Resolved,,
CRM0001811,CUST001995,2022-02-09,In-Person,Order Status,AGENT032,41.0,Closed,,
CRM0004069,CUST003173,2022-02-10,Chat,Order Status,AGENT037,56.0,Resolved,2.0,Issue escalated
CRM0007346,CUST004166,2022-02-10,In-Person,Technical Support,AGENT003,8.0,Resolved,1.0,Issue escalated
CRM0005125,CUST000916,2022-02-10,Chat,Return Request,AGENT008,28.0,Escalated,2.0,Resolved quickly
CRM0007176,CUST003275,2022-02-10,In-Person,Order Status,AGENT019,20.0,Resolved,4.0,Customer satisfied
CRM0006569,CUST000494,2022-02-10,Chat,Feedback,AGENT046,35.0,Resolved,5.0,Complex issue
CRM0002162,CUST003097,2022-02-10,Chat,Complaint,AGENT039,5.0,Resolved,1.0,Issue escalated
CRM0000112,CUST003685,2022-02-10,Chat,Technical Support,AGENT007,57.0,Resolved,4.0,Customer satisfied
CRM0003322,CUST000057,2022-02-10,Phone Call,Complaint,AGENT043,41.0,Resolved,2.0,Follow-up needed
CRM0007255,CUST000060,2022-02-11,Phone Call,Technical Support,AGENT021,52.0,Resolved,5.0,Issue escalated
CRM0007072,CUST002003,2022-02-11,In-Person,Return Request,AGENT050,3.0,Closed,1.0,
CRM0003797,CUST003668,2022-02-11,In-Person,Return Request,AGENT028,2.0,Closed,5.0,
CRM0006031,CUST000818,2022-02-11,Chat,General Question,AGENT019,10.0,Resolved,4.0,Resolved quickly
CRM0004895,CUST003967,2022-02-11,Email,Billing Issue,AGENT035,36.0,Pending,4.0,Resolved quickly
CRM0003700,CUST003632,2022-02-11,Social Media,General Question,AGENT013,59.0,Resolved,3.0,Issue escalated
CRM0007334,CUST004472,2022-02-11,Social Media,General Question,AGENT013,,Resolved,4.0,Complex issue
CRM0000185,CUST001402,2022-02-11,Phone Call,Product Inquiry,AGENT002,29.0,Escalated,4.0,Issue escalated
CRM0002706,CUST003611,2022-02-11,Social Media,Order Status,AGENT038,38.0,Resolved,5.0,
CRM0004244,CUST002499,2022-02-11,Phone Call,Return Request,AGENT012,21.0,Pending,5.0,Resolved quickly
CRM0000158,CUST002733,2022-02-12,Email,Feedback,AGENT047,28.0,Resolved,4.0,Complex issue
CRM0007579,CUST001857,2022-02-12,Email,Complaint,AGENT035,42.0,Pending,4.0,
CRM0004662,CUST003294,2022-02-12,Email,Technical Support,AGENT020,58.0,Escalated,,Complex issue
CRM0005780,CUST004322,2022-02-12,Phone Call,General Question,AGENT023,38.0,Closed,5.0,Resolved quickly
CRM0000442,CUST002023,2022-02-12,Chat,Technical Support,AGENT025,40.0,Closed,2.0,Issue escalated
CRM0005192,CUST002313,2022-02-12,Phone Call,Technical Support,AGENT041,26.0,Pending,1.0,Customer satisfied
CRM0000721,CUST003060,2022-02-12,Social Media,Return Request,AGENT031,,Closed,5.0,
CRM0003004,CUST000769,2022-02-12,Email,Product Inquiry,AGENT033,,Pending,1.0,Complex issue
CRM0000503,CUST004195,2022-02-12,Chat,Return Request,AGENT034,48.0,Resolved,5.0,Customer satisfied
CRM0007659,CUST000566,2022-02-13,Social Media,Billing Issue,AGENT008,50.0,Pending,4.0,Follow-up needed
CRM0007851,CUST002573,2022-02-13,In-Person,Billing Issue,AGENT026,,Resolved,4.0,Complex issue
CRM0006593,CUST004301,2022-02-13,Chat,Return Request,AGENT035,,Resolved,2.0,Resolved quickly
CRM0004097,CUST002781,2022-02-13,Chat,Order Status,AGENT005,,Closed,4.0,Complex issue
CRM0001097,CUST000535,2022-02-13,In-Person,Product Inquiry,AGENT043,57.0,Pending,,Resolved quickly
CRM0003760,CUST004931,2022-02-13,Social Media,Return Request,AGENT010,23.0,Pending,3.0,Resolved quickly
CRM0001738,CUST000211,2022-02-14,Social Media,Billing Issue,AGENT018,2.0,Resolved,4.0,
CRM0003515,CUST002510,2022-02-14,Chat,General Question,AGENT045,,Resolved,5.0,Complex issue
CRM0006855,CUST004691,2022-02-14,Social Media,Billing Issue,AGENT018,,Pending,3.0,
CRM0000236,CUST000447,2022-02-14,Chat,Complaint,AGENT009,59.0,Closed,4.0,Issue escalated
CRM0007530,CUST001044,2022-02-14,Phone Call,General Question,AGENT012,40.0,Resolved,4.0,Issue escalated
CRM0006474,CUST000921,2022-02-14,In-Person,Feedback,AGENT019,38.0,Pending,2.0,Complex issue
CRM0001138,CUST004067,2022-02-15,Phone Call,Return Request,AGENT023,,Closed,3.0,Issue escalated
CRM0000539,CUST003608,2022-02-15,In-Person,Feedback,AGENT034,,Escalated,3.0,Customer satisfied
CRM0000462,CUST000076,2022-02-15,Chat,Feedback,AGENT032,4.0,Pending,,Complex issue
CRM0003754,CUST003590,2022-02-15,Chat,Technical Support,AGENT047,50.0,Resolved,3.0,
CRM0000983,CUST000076,2022-02-15,In-Person,General Question,AGENT050,34.0,Resolved,,Customer satisfied
CRM0005824,CUST004233,2022-02-16,Phone Call,Feedback,AGENT046,41.0,Closed,5.0,Complex issue
CRM0002915,CUST003269,2022-02-16,Social Media,Feedback,AGENT038,37.0,Resolved,4.0,
CRM0003855,CUST003552,2022-02-16,In-Person,Product Inquiry,AGENT019,,Resolved,3.0,Issue escalated
CRM0001087,CUST004605,2022-02-16,Email,Complaint,AGENT050,34.0,Resolved,3.0,Issue escalated
CRM0006080,CUST000904,2022-02-16,Chat,Feedback,AGENT013,10.0,Pending,2.0,Issue escalated
CRM0001025,CUST003250,2022-02-16,Phone Call,Feedback,AGENT012,,Resolved,1.0,
CRM0006885,CUST000214,2022-02-17,Email,Order Status,AGENT038,26.0,Resolved,4.0,Customer satisfied
CRM0007370,CUST001407,2022-02-17,Email,Return Request,AGENT036,,Resolved,4.0,Customer satisfied
CRM0003006,CUST004098,2022-02-17,Social Media,General Question,AGENT011,35.0,Resolved,5.0,Follow-up needed
CRM0007019,CUST004965,2022-02-17,Social Media,Billing Issue,AGENT023,53.0,Resolved,1.0,Customer satisfied
CRM0006232,CUST002578,2022-02-17,Phone Call,Return Request,AGENT032,,Closed,5.0,Issue escalated
CRM0006601,CUST003713,2022-02-17,Email,Order Status,AGENT017,58.0,Resolved,1.0,Issue escalated
CRM0001034,CUST000211,2022-02-18,Email,Complaint,AGENT049,10.0,Escalated,4.0,Complex issue
CRM0004579,CUST001585,2022-02-18,Social Media,Technical Support,AGENT037,21.0,Resolved,4.0,
CRM0002803,CUST000875,2022-02-18,Chat,Complaint,AGENT021,30.0,Resolved,5.0,Complex issue
CRM0005889,CUST004591,2022-02-18,Email,Order Status,AGENT044,49.0,Resolved,,Issue escalated
CRM0003568,CUST003011,2022-02-18,Chat,Feedback,AGENT045,,Resolved,5.0,Issue escalated
CRM0000260,CUST001789,2022-02-18,Social Media,Product Inquiry,AGENT030,36.0,Resolved,2.0,Complex issue
CRM0007554,CUST004769,2022-02-18,Phone Call,Technical Support,AGENT013,52.0,Resolved,3.0,Complex issue
CRM0000746,CUST003752,2022-02-18,Email,Product Inquiry,AGENT031,34.0,Resolved,4.0,Issue escalated
CRM0003532,CUST000459,2022-02-18,Email,Complaint,AGENT015,34.0,Resolved,4.0,Complex issue
CRM0003897,CUST000348,2022-02-18,Phone Call,Product Inquiry,AGENT009,53.0,Resolved,5.0,
CRM0004470,CUST002523,2022-02-18,In-Person,Order Status,AGENT013,52.0,Resolved,4.0,Complex issue
CRM0001628,CUST001853,2022-02-19,Social Media,Complaint,AGENT036,28.0,Resolved,4.0,Complex issue
CRM0003848,CUST003708,2022-02-19,In-Person,Technical Support,AGENT008,,Pending,4.0,Customer satisfied
CRM0007660,CUST001520,2022-02-19,In-Person,Feedback,AGENT028,31.0,Resolved,2.0,Follow-up needed
CRM0000203,CUST000515,2022-02-19,Social Media,Feedback,AGENT021,44.0,Resolved,2.0,Issue escalated
CRM0006642,CUST004990,2022-02-19,Phone Call,Product Inquiry,AGENT020,3.0,Resolved,1.0,Issue escalated
CRM0004169,CUST001671,2022-02-19,Email,Order Status,AGENT030,,Resolved,4.0,Complex issue
CRM0001416,CUST004615,2022-02-19,Social Media,Return Request,AGENT003,15.0,Resolved,4.0,Customer satisfied
CRM0005517,CUST003688,2022-02-19,Phone Call,Return Request,AGENT019,2.0,Closed,3.0,Resolved quickly
CRM0005292,CUST001048,2022-02-19,Phone Call,Complaint,AGENT006,47.0,Resolved,4.0,Complex issue
CRM0004012,CUST004758,2022-02-20,Social Media,Product Inquiry,AGENT014,18.0,Resolved,4.0,Complex issue
CRM0001902,CUST003551,2022-02-20,In-Person,Product Inquiry,AGENT010,6.0,Pending,5.0,Complex issue
CRM0003020,CUST001295,2022-02-20,Phone Call,Order Status,AGENT033,19.0,Pending,2.0,Complex issue
CRM0007376,CUST001101,2022-02-20,Phone Call,Order Status,AGENT034,24.0,Pending,4.0,Complex issue
CRM0000282,CUST001311,2022-02-21,Phone Call,Return Request,AGENT003,49.0,Closed,5.0,Issue escalated
CRM0007037,CUST004085,2022-02-21,Chat,Return Request,AGENT002,14.0,Escalated,5.0,
CRM0007581,CUST002162,2022-02-21,Chat,General Question,AGENT045,9.0,Pending,2.0,Complex issue
CRM0002584,CUST004115,2022-02-21,Chat,Return Request,AGENT023,22.0,Resolved,5.0,Customer satisfied
CRM0000894,CUST000522,2022-02-21,In-Person,Return Request,AGENT011,26.0,Pending,,Resolved quickly
CRM0002256,CUST004588,2022-02-21,Social Media,Product Inquiry,AGENT045,8.0,Resolved,1.0,Follow-up needed
CRM0005634,CUST001791,2022-02-21,In-Person,Feedback,AGENT027,,Resolved,4.0,
CRM0003764,CUST002218,2022-02-21,Email,Product Inquiry,AGENT021,2.0,Escalated,5.0,Complex issue
CRM0002695,CUST000871,2022-02-22,In-Person,Feedback,AGENT029,57.0,Closed,5.0,
CRM0006695,CUST003833,2022-02-22,Email,Product Inquiry,AGENT022,50.0,Resolved,5.0,Follow-up needed
CRM0001016,CUST004319,2022-02-22,Email,General Question,AGENT011,2.0,Resolved,4.0,Issue escalated
CRM0003938,CUST003748,2022-02-22,In-Person,General Question,AGENT047,,Resolved,5.0,Customer satisfied
CRM0003709,CUST001758,2022-02-22,In-Person,Feedback,AGENT027,,Resolved,2.0,Customer satisfied
CRM0005115,CUST003380,2022-02-22,Email,Product Inquiry,AGENT020,58.0,Closed,5.0,Issue escalated
CRM0004283,CUST001407,2022-02-22,Email,Return Request,AGENT017,,Resolved,4.0,
CRM0005615,CUST001497,2022-02-22,Social Media,Return Request,AGENT041,57.0,Closed,4.0,Complex issue
CRM0002835,CUST000495,2022-02-22,Phone Call,Complaint,AGENT038,36.0,Resolved,4.0,Customer satisfied
CRM0000310,CUST000109,2022-02-22,Social Media,Complaint,AGENT008,2.0,Escalated,4.0,Resolved quickly
CRM0006768,CUST004582,2022-02-23,Email,Feedback,AGENT029,,Resolved,3.0,Complex issue
CRM0000685,CUST003254,2022-02-23,Social Media,Return Request,AGENT022,51.0,Resolved,,
CRM0001857,CUST004622,2022-02-23,Chat,Order Status,AGENT016,48.0,Resolved,5.0,Issue escalated
CRM0006867,CUST000570,2022-02-23,Chat,Technical Support,AGENT009,58.0,Pending,1.0,Complex issue
CRM0002536,CUST002815,2022-02-23,Email,Complaint,AGENT050,2.0,Resolved,5.0,Follow-up needed
CRM0000110,CUST003414,2022-02-23,Email,Feedback,AGENT031,34.0,Resolved,2.0,Issue escalated
CRM0001104,CUST000407,2022-02-23,In-Person,Feedback,AGENT037,19.0,Resolved,3.0,Resolved quickly
CRM0003691,CUST002547,2022-02-24,In-Person,Order Status,AGENT034,42.0,Pending,4.0,Follow-up needed
CRM0002516,CUST004705,2022-02-24,In-Person,Complaint,AGENT044,13.0,Resolved,1.0,Complex issue
CRM0007502,CUST000104,2022-02-24,Chat,Return Request,AGENT003,7.0,Escalated,1.0,Resolved quickly
CRM0006549,CUST003884,2022-02-24,Email,Feedback,AGENT007,15.0,Resolved,5.0,Customer satisfied
CRM0001852,CUST003349,2022-02-24,Email,Billing Issue,AGENT013,11.0,Resolved,1.0,Resolved quickly
CRM0006763,CUST004626,2022-02-24,Email,Return Request,AGENT007,18.0,Pending,,Customer satisfied
CRM0005429,CUST001050,2022-02-24,In-Person,Product Inquiry,AGENT035,42.0,Closed,4.0,Complex issue
CRM0002231,CUST002037,2022-02-25,Phone Call,Complaint,AGENT021,,Resolved,4.0,Resolved quickly
CRM0002846,CUST002600,2022-02-25,Social Media,General Question,AGENT021,4.0,Resolved,1.0,
CRM0003245,CUST002991,2022-02-25,Social Media,Technical Support,AGENT035,22.0,Resolved,4.0,
CRM0002090,CUST004237,2022-02-25,Social Media,General Question,AGENT001,9.0,Resolved,4.0,Customer satisfied
CRM0000603,CUST001846,2022-02-25,Social Media,Return Request,AGENT020,59.0,Resolved,2.0,Follow-up needed
CRM0005260,CUST000321,2022-02-26,In-Person,General Question,AGENT015,,Escalated,4.0,Issue escalated
CRM0000156,CUST003949,2022-02-26,In-Person,Product Inquiry,AGENT038,,Resolved,3.0,Follow-up needed
CRM0001012,CUST001973,2022-02-26,In-Person,General Question,AGENT020,24.0,Closed,3.0,Customer satisfied
CRM0003522,CUST004246,2022-02-26,Email,Return Request,AGENT041,21.0,Pending,5.0,Issue escalated
CRM0000707,CUST003662,2022-02-26,Email,Technical Support,AGENT015,,Resolved,4.0,Follow-up needed
CRM0003633,CUST002691,2022-02-27,Email,Return Request,AGENT034,,Resolved,,Issue escalated
CRM0002103,CUST002867,2022-02-27,Chat,Billing Issue,AGENT018,,Resolved,4.0,
CRM0007036,CUST000888,2022-02-27,Phone Call,Feedback,AGENT044,,Resolved,5.0,Customer satisfied
CRM0000456,CUST002152,2022-02-27,Email,Return Request,AGENT015,2.0,Resolved,,Issue escalated
CRM0007862,CUST002461,2022-02-27,Phone Call,Billing Issue,AGENT007,31.0,Resolved,5.0,Follow-up needed
CRM0004469,CUST003793,2022-02-27,Social Media,Return Request,AGENT019,19.0,Resolved,2.0,Complex issue
CRM0001511,CUST003894,2022-02-27,In-Person,Feedback,AGENT040,25.0,Closed,3.0,Issue escalated
CRM0000333,CUST001524,2022-02-27,Phone Call,Complaint,AGENT014,52.0,Closed,2.0,Issue escalated
CRM0001130,CUST003505,2022-02-27,Social Media,General Question,AGENT029,44.0,Resolved,4.0,Issue escalated
CRM0005280,CUST000086,2022-02-27,Social Media,Order Status,AGENT011,24.0,Pending,4.0,Resolved quickly
CRM0006713,CUST003096,2022-02-28,Social Media,Product Inquiry,AGENT021,,Resolved,4.0,Issue escalated
CRM0003109,CUST003880,2022-02-28,Phone Call,Feedback,AGENT026,,Pending,2.0,Resolved quickly
CRM0003537,CUST004333,2022-03-01,Email,General Question,AGENT036,40.0,Resolved,3.0,Resolved quickly
CRM0000672,CUST001816,2022-03-01,Phone Call,Complaint,AGENT047,,Pending,3.0,Complex issue
CRM0006853,CUST003797,2022-03-01,Social Media,Product Inquiry,AGENT017,,Closed,4.0,Complex issue
CRM0004281,CUST004621,2022-03-01,In-Person,General Question,AGENT028,,Resolved,4.0,Customer satisfied
CRM0000560,CUST000952,2022-03-01,Chat,Feedback,AGENT031,39.0,Resolved,,
CRM0002689,CUST004712,2022-03-01,Email,Feedback,AGENT040,,Resolved,5.0,Resolved quickly
CRM0001018,CUST002810,2022-03-01,Chat,Technical Support,AGENT044,,Pending,2.0,Resolved quickly
CRM0006794,CUST003644,2022-03-01,Social Media,Order Status,AGENT049,,Closed,3.0,Follow-up needed
CRM0000160,CUST001874,2022-03-02,Phone Call,Product Inquiry,AGENT005,,Pending,3.0,
CRM0003810,CUST002875,2022-03-02,Phone Call,Order Status,AGENT045,,Pending,2.0,Follow-up needed
CRM0003029,CUST003661,2022-03-02,Chat,Complaint,AGENT004,47.0,Resolved,5.0,
CRM0003401,CUST000369,2022-03-02,Social Media,Complaint,AGENT017,51.0,Resolved,4.0,Issue escalated
CRM0007358,CUST004269,2022-03-02,Email,Product Inquiry,AGENT007,37.0,Pending,,
CRM0005239,CUST003989,2022-03-02,In-Person,General Question,AGENT030,57.0,Resolved,4.0,
CRM0001942,CUST001660,2022-03-02,Chat,Return Request,AGENT049,24.0,Closed,3.0,Complex issue
CRM0004427,CUST004955,2022-03-02,Chat,Complaint,AGENT016,,Pending,4.0,
CRM0005433,CUST003488,2022-03-03,Email,General Question,AGENT033,,Resolved,5.0,Complex issue
CRM0007573,CUST000135,2022-03-03,Email,General Question,AGENT001,40.0,Resolved,5.0,Issue escalated
CRM0003168,CUST003053,2022-03-03,Email,Technical Support,AGENT031,14.0,Escalated,5.0,Complex issue
CRM0000754,CUST001963,2022-03-03,In-Person,Product Inquiry,AGENT027,5.0,Escalated,,Complex issue
CRM0006111,CUST003082,2022-03-03,Email,Complaint,AGENT047,42.0,Resolved,5.0,Follow-up needed
CRM0007039,CUST001149,2022-03-03,Phone Call,Billing Issue,AGENT009,38.0,Resolved,,
CRM0006317,CUST000994,2022-03-03,Social Media,Return Request,AGENT021,7.0,Pending,4.0,Customer satisfied
CRM0003674,CUST004655,2022-03-03,Phone Call,General Question,AGENT040,4.0,Resolved,5.0,
CRM0002869,CUST004480,2022-03-03,Chat,General Question,AGENT049,49.0,Closed,5.0,Customer satisfied
CRM0005397,CUST001323,2022-03-04,Email,Product Inquiry,AGENT005,,Escalated,4.0,Follow-up needed
CRM0006227,CUST002188,2022-03-04,Phone Call,Complaint,AGENT039,15.0,Pending,4.0,Issue escalated
CRM0003285,CUST001235,2022-03-04,Email,Order Status,AGENT011,57.0,Resolved,3.0,
CRM0003521,CUST004806,2022-03-04,Chat,Complaint,AGENT028,13.0,Closed,5.0,Complex issue
CRM0004144,CUST004426,2022-03-04,Chat,Billing Issue,AGENT035,56.0,Resolved,5.0,Resolved quickly
CRM0002265,CUST001404,2022-03-04,In-Person,Feedback,AGENT015,21.0,Resolved,2.0,Issue escalated
CRM0004143,CUST001148,2022-03-04,In-Person,Return Request,AGENT034,31.0,Resolved,4.0,Follow-up needed
CRM0001959,CUST004477,2022-03-04,In-Person,Order Status,AGENT001,,Resolved,5.0,Customer satisfied
CRM0000108,CUST000158,2022-03-04,Email,Technical Support,AGENT024,34.0,Resolved,3.0,Resolved quickly
CRM0003801,CUST004879,2022-03-05,In-Person,Order Status,AGENT014,,Resolved,3.0,Customer satisfied
CRM0004719,CUST003096,2022-03-05,Chat,Order Status,AGENT042,58.0,Pending,5.0,Resolved quickly
CRM0005786,CUST001628,2022-03-05,Chat,Product Inquiry,AGENT048,22.0,Resolved,2.0,Follow-up needed
CRM0001456,CUST002762,2022-03-05,In-Person,Billing Issue,AGENT048,,Resolved,3.0,Complex issue
CRM0000290,CUST001637,2022-03-05,Chat,Technical Support,AGENT001,,Pending,5.0,Resolved quickly
CRM0004807,CUST000295,2022-03-05,Email,Complaint,AGENT040,43.0,Resolved,5.0,Resolved quickly
CRM0007113,CUST001330,2022-03-05,Chat,General Question,AGENT036,20.0,Pending,4.0,Issue escalated
CRM0000370,CUST003924,2022-03-05,Social Media,Feedback,AGENT009,50.0,Pending,5.0,Customer satisfied
CRM0006746,CUST003103,2022-03-05,In-Person,Feedback,AGENT006,,Resolved,4.0,Follow-up needed
CRM0004555,CUST000219,2022-03-05,In-Person,Billing Issue,AGENT048,,Resolved,1.0,Customer satisfied
CRM0007968,CUST003220,2022-03-05,Chat,Complaint,AGENT030,40.0,Pending,5.0,Complex issue
CRM0003649,CUST000591,2022-03-05,In-Person,Technical Support,AGENT003,4.0,Resolved,5.0,Follow-up needed
CRM0001043,CUST002629,2022-03-05,Social Media,Product Inquiry,AGENT031,24.0,Resolved,5.0,Customer satisfied
CRM0001585,CUST001526,2022-03-06,Social Media,Complaint,AGENT020,23.0,Resolved,4.0,
CRM0002152,CUST004965,2022-03-06,Chat,Technical Support,AGENT011,,Resolved,3.0,Customer satisfied
CRM0001171,CUST004865,2022-03-06,Social Media,Complaint,AGENT002,39.0,Resolved,2.0,Resolved quickly
CRM0003695,CUST002722,2022-03-06,In-Person,Feedback,AGENT003,53.0,Resolved,,Resolved quickly
CRM0006276,CUST000335,2022-03-06,Email,Complaint,AGENT029,53.0,Escalated,4.0,Complex issue
CRM0004191,CUST000512,2022-03-06,Email,Feedback,AGENT017,16.0,Pending,4.0,Customer satisfied
CRM0001716,CUST001437,2022-03-06,Social Media,Complaint,AGENT021,38.0,Pending,3.0,Issue escalated
CRM0002911,CUST004119,2022-03-06,In-Person,Technical Support,AGENT014,48.0,Pending,5.0,Customer satisfied
CRM0001146,CUST003389,2022-03-06,Social Media,Product Inquiry,AGENT019,,Resolved,2.0,
CRM0000030,CUST001464,2022-03-06,Email,Product Inquiry,AGENT004,,Pending,1.0,Issue escalated
CRM0001566,CUST000988,2022-03-06,Phone Call,Technical Support,AGENT045,13.0,Resolved,5.0,Issue escalated
CRM0005817,CUST002371,2022-03-06,Email,Billing Issue,AGENT013,35.0,Pending,4.0,Follow-up needed
CRM0004423,CUST004555,2022-03-07,Email,General Question,AGENT045,28.0,Resolved,,Issue escalated
