interaction_id,customer_id,interaction_date,interaction_type,reason,sentiment,resolution_status,agent_id,duration_minutes,satisfaction_score
INT0000255,CUST001030,2022-05-31 18:00:00,Phone Call,Complaint,Neutral,Escalated,AGENT007,17,
INT0000256,CUST001718,2024-04-11 23:00:00,Store Visit,Return Request,Negative,Escalated,AGENT047,4,2.0
INT0000257,CUST001306,2023-10-24 11:00:00,Email,Support,Positive,Resolved,AGENT003,31,1.0
INT0000258,CUST001205,2022-05-27 00:00:00,Store Visit,Support,Positive,Resolved,AGENT017,4,1.0
INT0000259,CUST004135,2023-06-27 06:00:00,Email,Return Request,Positive,Resolved,AGENT047,9,
INT0000260,CUST000811,2023-09-11 05:00:00,Phone Call,Support,Neutral,Closed,AGENT035,11,
INT0000261,CUST004372,2023-05-11 19:00:00,Email,Feedback,Positive,Resolved,AGENT023,31,3.0
INT0000262,CUST004910,2023-09-25 15:00:00,Phone Call,Inquiry,Positive,Escalated,AGENT020,26,2.0
INT0000263,CUST002997,2022-06-05 04:00:00,Email,Feedback,Negative,Resolved,AGENT011,31,2.0
INT0000264,CUST003161,2023-10-15 19:00:00,Email,Return Request,Neutral,Pending,AGENT002,30,2.0
INT0000265,CUST000253,2022-08-25 18:00:00,Email,Complaint,Positive,Closed,AGENT039,23,5.0
INT0000266,CUST002246,2022-07-22 09:00:00,Phone Call,Inquiry,Negative,Closed,AGENT010,45,
INT0000267,CUST000857,2023-09-01 00:00:00,Chat,Complaint,Negative,Closed,AGENT029,39,3.0
INT0000268,CUST001958,2023-02-27 04:00:00,Chat,Feedback,Neutral,Resolved,AGENT026,24,3.0
INT0000269,CUST004597,2022-05-22 04:00:00,Store Visit,Return Request,Neutral,Escalated,AGENT001,16,2.0
INT0000270,CUST001590,2022-12-25 13:00:00,Store Visit,Feedback,Positive,Pending,AGENT040,38,
INT0000271,CUST001744,2024-02-25 03:00:00,Email,Return Request,Neutral,Escalated,AGENT006,34,1.0
INT0000272,CUST002691,2024-07-31 00:00:00,Chat,Complaint,Positive,Resolved,AGENT028,22,4.0
INT0000273,CUST004791,2022-12-23 06:00:00,Email,Inquiry,Negative,Escalated,AGENT005,33,1.0
INT0000274,CUST004451,2024-04-17 23:00:00,Email,Inquiry,Positive,Pending,AGENT041,18,
INT0000275,CUST004998,2024-09-09 12:00:00,Social Media,Feedback,Positive,Pending,AGENT046,28,
INT0000276,CUST003377,2023-11-20 06:00:00,Chat,Complaint,Positive,Escalated,AGENT039,28,
INT0000277,CUST004807,2022-12-20 00:00:00,Chat,Complaint,Negative,Pending,AGENT021,2,3.0
INT0000278,CUST002716,2023-05-22 07:00:00,Social Media,Support,Negative,Resolved,AGENT037,35,
INT0000279,CUST004179,2022-02-01 23:00:00,Store Visit,Return Request,Neutral,Pending,AGENT019,37,2.0
INT0000280,CUST003412,2022-02-19 01:00:00,Social Media,Feedback,Negative,Escalated,AGENT007,32,
INT0000281,CUST002997,2022-10-25 17:00:00,Email,Inquiry,Neutral,Resolved,AGENT010,25,1.0
INT0000282,CUST000081,2022-05-07 11:00:00,Email,Complaint,Positive,Resolved,AGENT036,42,2.0
INT0000283,CUST000706,2022-11-22 01:00:00,Social Media,Return Request,Positive,Pending,AGENT027,41,5.0
INT0000284,CUST002745,2024-03-03 16:00:00,Store Visit,Feedback,Positive,Closed,AGENT043,11,3.0
INT0000285,CUST000173,2023-02-02 07:00:00,Social Media,Inquiry,Positive,Pending,AGENT025,26,
INT0000286,CUST002272,2024-01-31 14:00:00,Email,Feedback,Positive,Closed,AGENT007,31,4.0
INT0000287,CUST000940,2024-08-10 08:00:00,Social Media,Complaint,Negative,Closed,AGENT010,18,
INT0000288,CUST004795,2024-01-22 02:00:00,Social Media,Complaint,Negative,Closed,AGENT048,45,4.0
INT0000289,CUST002485,2024-07-01 02:00:00,Phone Call,Inquiry,Positive,Pending,AGENT010,32,2.0
INT0000290,CUST004961,2022-11-09 07:00:00,Phone Call,Complaint,Neutral,Escalated,AGENT023,39,1.0
INT0000291,CUST001093,2024-06-30 08:00:00,Phone Call,Support,Positive,Resolved,AGENT008,44,
INT0000292,CUST004351,2022-09-28 22:00:00,Social Media,Return Request,Neutral,Pending,AGENT032,44,2.0
INT0000293,CUST000141,2024-02-11 06:00:00,Email,Inquiry,Positive,Closed,AGENT018,5,2.0
INT0000294,CUST003354,2022-02-02 03:00:00,Chat,Inquiry,Negative,Closed,AGENT004,13,1.0
INT0000295,CUST001767,2023-01-08 18:00:00,Phone Call,Return Request,Positive,Closed,AGENT013,36,
INT0000296,CUST004512,2024-02-07 17:00:00,Email,Support,Positive,Resolved,AGENT033,9,
INT0000297,CUST002058,2023-01-02 22:00:00,Store Visit,Inquiry,Positive,Pending,AGENT005,24,
INT0000298,CUST003435,2023-03-09 13:00:00,Store Visit,Complaint,Positive,Pending,AGENT029,21,3.0
INT0000299,CUST001861,2023-07-19 16:00:00,Store Visit,Inquiry,Negative,Closed,AGENT008,3,
INT0000300,CUST001184,2022-08-04 01:00:00,Chat,Support,Positive,Closed,AGENT038,31,1.0
INT0000301,CUST000929,2024-07-18 12:00:00,Chat,Support,Negative,Resolved,AGENT042,35,3.0
INT0000302,CUST001651,2023-01-14 21:00:00,Phone Call,Feedback,Positive,Closed,AGENT015,41,2.0
INT0000303,CUST003519,2024-08-20 11:00:00,Chat,Inquiry,Positive,Resolved,AGENT022,34,3.0
INT0000304,CUST003770,2022-06-17 04:00:00,Store Visit,Return Request,Neutral,Resolved,AGENT031,29,3.0
INT0000305,CUST004373,2024-05-30 17:00:00,Phone Call,Feedback,Negative,Escalated,AGENT048,39,
INT0000306,CUST003768,2022-06-13 21:00:00,Social Media,Complaint,Positive,Pending,AGENT042,42,1.0
INT0000307,CUST004654,2024-09-09 05:00:00,Store Visit,Feedback,Negative,Closed,AGENT010,23,4.0
INT0000308,CUST004374,2024-03-11 07:00:00,Social Media,Support,Neutral,Closed,AGENT037,40,2.0
INT0000309,CUST002077,2023-12-26 04:00:00,Store Visit,Return Request,Positive,Escalated,AGENT036,18,4.0
INT0000310,CUST003621,2023-08-29 11:00:00,Store Visit,Return Request,Negative,Closed,AGENT049,29,
INT0000311,CUST000081,2023-12-23 04:00:00,Email,Feedback,Positive,Closed,AGENT019,41,1.0
INT0000312,CUST002048,2024-02-15 21:00:00,Chat,Inquiry,Negative,Escalated,AGENT034,9,3.0
INT0000313,CUST003792,2022-05-29 07:00:00,Phone Call,Complaint,Negative,Closed,AGENT014,30,3.0
INT0000314,CUST002842,2022-02-26 01:00:00,Store Visit,Feedback,Positive,Pending,AGENT031,15,5.0
INT0000315,CUST001004,2022-05-16 00:00:00,Email,Feedback,Neutral,Closed,AGENT005,43,
INT0000316,CUST003382,2023-05-26 03:00:00,Chat,Support,Negative,Closed,AGENT050,28,
INT0000317,CUST003601,2023-04-08 09:00:00,Phone Call,Inquiry,Negative,Closed,AGENT002,24,5.0
INT0000318,CUST003572,2023-04-17 09:00:00,Chat,Feedback,Positive,Resolved,AGENT032,45,1.0
INT0000319,CUST000932,2023-02-13 03:00:00,Chat,Feedback,Positive,Resolved,AGENT037,13,
INT0000320,CUST000673,2022-05-17 23:00:00,Social Media,Support,Neutral,Escalated,AGENT046,24,
INT0000321,CUST001652,2022-12-20 00:00:00,Chat,Inquiry,Negative,Resolved,AGENT003,29,
INT0000322,CUST000769,2023-03-30 05:00:00,Social Media,Support,Positive,Escalated,AGENT037,45,2.0
INT0000323,CUST003646,2023-05-26 02:00:00,Email,Support,Positive,Pending,AGENT002,45,
INT0000324,CUST004917,2024-01-04 07:00:00,Email,Complaint,Positive,Escalated,AGENT048,6,2.0
INT0000325,CUST000208,2023-02-10 22:00:00,Social Media,Feedback,Negative,Escalated,AGENT013,13,5.0
INT0000326,CUST001646,2023-06-19 14:00:00,Social Media,Support,Negative,Escalated,AGENT049,25,3.0
INT0000327,CUST001737,2024-09-15 21:00:00,Store Visit,Complaint,Positive,Pending,AGENT012,24,4.0
INT0000328,CUST004387,2022-01-26 01:00:00,Store Visit,Support,Neutral,Pending,AGENT031,34,1.0
INT0000329,CUST003867,2024-09-24 15:00:00,Social Media,Return Request,Positive,Pending,AGENT027,21,
INT0000330,CUST003711,2022-12-17 11:00:00,Social Media,Inquiry,Neutral,Pending,AGENT041,17,4.0
INT0000331,CUST001144,2024-02-26 12:00:00,Chat,Inquiry,Positive,Escalated,AGENT041,24,
INT0000332,CUST002803,2022-06-28 13:00:00,Store Visit,Inquiry,Positive,Closed,AGENT050,17,
INT0000333,CUST001623,2024-09-21 01:00:00,Store Visit,Support,Neutral,Pending,AGENT019,7,4.0
INT0000334,CUST002854,2023-08-18 02:00:00,Phone Call,Inquiry,Neutral,Closed,AGENT046,42,4.0
INT0000335,CUST000896,2022-10-21 02:00:00,Email,Complaint,Positive,Resolved,AGENT004,12,4.0
INT0000336,CUST000144,2023-01-26 18:00:00,Social Media,Return Request,Negative,Closed,AGENT036,6,4.0
INT0000337,CUST003150,2024-02-28 15:00:00,Email,Feedback,Positive,Pending,AGENT028,30,3.0
INT0000338,CUST004754,2023-11-18 03:00:00,Chat,Feedback,Negative,Closed,AGENT007,30,5.0
INT0000339,CUST002869,2022-11-15 10:00:00,Store Visit,Return Request,Negative,Resolved,AGENT035,30,4.0
INT0000340,CUST001619,2022-07-21 18:00:00,Social Media,Support,Neutral,Pending,AGENT033,31,2.0
INT0000341,CUST004128,2024-08-08 14:00:00,Email,Return Request,Positive,Closed,AGENT037,6,
INT0000342,CUST004307,2022-06-11 03:00:00,Chat,Complaint,Neutral,Escalated,AGENT042,6,1.0
INT0000343,CUST004763,2023-02-15 00:00:00,Phone Call,Complaint,Positive,Escalated,AGENT039,38,
INT0000344,CUST002770,2024-07-12 04:00:00,Chat,Return Request,Neutral,Pending,AGENT005,10,2.0
INT0000345,CUST003044,2023-10-17 19:00:00,Phone Call,Complaint,Negative,Resolved,AGENT041,36,
INT0000346,CUST003658,2024-05-14 04:00:00,Social Media,Inquiry,Negative,Escalated,AGENT028,3,1.0
INT0000347,CUST002527,2022-04-10 23:00:00,Chat,Feedback,Negative,Pending,AGENT024,11,
INT0000348,CUST002587,2023-04-26 16:00:00,Phone Call,Inquiry,Negative,Resolved,AGENT020,30,2.0
INT0000349,CUST001599,2022-08-17 19:00:00,Chat,Complaint,Negative,Closed,AGENT028,22,5.0
INT0000350,CUST002221,2022-01-06 02:00:00,Email,Return Request,Neutral,Pending,AGENT048,17,
INT0000351,CUST002532,2023-11-14 20:00:00,Store Visit,Inquiry,Negative,Closed,AGENT038,44,
INT0000352,CUST003793,2024-08-29 14:00:00,Social Media,Feedback,Neutral,Escalated,AGENT007,23,
INT0000353,CUST003675,2024-05-24 13:00:00,Social Media,Support,Positive,Escalated,AGENT026,2,5.0
INT0000354,CUST000979,2022-08-27 15:00:00,Social Media,Complaint,Positive,Closed,AGENT034,4,
INT0000355,CUST000246,2024-05-27 20:00:00,Store Visit,Return Request,Neutral,Escalated,AGENT022,39,1.0
INT0000356,CUST001556,2022-03-18 22:00:00,Social Media,Inquiry,Neutral,Pending,AGENT034,43,2.0
INT0000357,CUST003248,2023-01-04 19:00:00,Chat,Return Request,Neutral,Closed,AGENT041,29,2.0
INT0000358,CUST001657,2024-01-29 01:00:00,Chat,Feedback,Neutral,Pending,AGENT011,36,5.0
INT0000359,CUST000382,2023-12-09 05:00:00,Chat,Feedback,Neutral,Resolved,AGENT031,32,3.0
INT0000360,CUST000854,2023-12-19 04:00:00,Social Media,Return Request,Neutral,Escalated,AGENT003,45,
INT0000361,CUST000139,2022-02-20 21:00:00,Social Media,Feedback,Negative,Closed,AGENT028,15,
INT0000362,CUST004640,2024-05-07 13:00:00,Phone Call,Inquiry,Negative,Pending,AGENT005,42,1.0
INT0000363,CUST000536,2024-09-11 01:00:00,Email,Feedback,Positive,Pending,AGENT043,30,3.0
INT0000364,CUST001553,2023-12-20 14:00:00,Store Visit,Feedback,Positive,Escalated,AGENT039,14,
INT0000365,CUST002679,2024-09-23 00:00:00,Phone Call,Support,Positive,Pending,AGENT047,29,5.0
INT0000366,CUST002148,2023-12-20 21:00:00,Chat,Feedback,Negative,Pending,AGENT014,39,2.0
INT0000367,CUST003399,2024-08-14 06:00:00,Social Media,Inquiry,Negative,Pending,AGENT045,29,
INT0000368,CUST000375,2023-02-28 08:00:00,Phone Call,Complaint,Negative,Pending,AGENT006,5,3.0
INT0000369,CUST004756,2023-08-18 20:00:00,Email,Support,Negative,Escalated,AGENT008,20,1.0
INT0000370,CUST002083,2022-09-07 11:00:00,Email,Complaint,Negative,Pending,AGENT019,21,2.0
INT0000371,CUST001412,2023-04-25 06:00:00,Store Visit,Feedback,Negative,Closed,AGENT034,43,2.0
INT0000372,CUST001770,2022-03-08 16:00:00,Email,Inquiry,Positive,Closed,AGENT033,15,
INT0000373,CUST002748,2023-08-13 00:00:00,Chat,Support,Positive,Escalated,AGENT010,8,4.0
INT0000374,CUST004586,2022-10-21 22:00:00,Phone Call,Inquiry,Positive,Resolved,AGENT019,25,3.0
INT0000375,CUST003453,2022-06-30 23:00:00,Email,Complaint,Positive,Pending,AGENT024,36,4.0
INT0000376,CUST002764,2023-11-02 21:00:00,Chat,Feedback,Negative,Resolved,AGENT001,43,5.0
INT0000377,CUST003896,2022-01-15 04:00:00,Social Media,Support,Neutral,Pending,AGENT038,44,
INT0000378,CUST003695,2024-05-11 18:00:00,Social Media,Inquiry,Neutral,Pending,AGENT009,40,2.0
INT0000379,CUST000318,2023-12-23 18:00:00,Chat,Feedback,Positive,Escalated,AGENT038,18,2.0
INT0000380,CUST003794,2023-02-27 08:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT025,13,2.0
INT0000381,CUST003145,2022-01-15 03:00:00,Social Media,Return Request,Positive,Pending,AGENT043,9,3.0
INT0000382,CUST000306,2023-02-04 15:00:00,Social Media,Return Request,Positive,Resolved,AGENT047,14,2.0
INT0000383,CUST001732,2022-07-31 04:00:00,Social Media,Return Request,Negative,Resolved,AGENT008,7,
INT0000384,CUST002444,2023-02-22 09:00:00,Chat,Feedback,Neutral,Resolved,AGENT021,29,
INT0000385,CUST002836,2022-01-22 22:00:00,Phone Call,Complaint,Neutral,Closed,AGENT002,28,3.0
INT0000386,CUST002103,2024-02-24 02:00:00,Social Media,Inquiry,Negative,Pending,AGENT032,2,4.0
INT0000387,CUST002130,2023-02-02 01:00:00,Chat,Return Request,Negative,Escalated,AGENT003,22,1.0
INT0000388,CUST001784,2024-03-02 00:00:00,Chat,Complaint,Neutral,Resolved,AGENT037,3,1.0
INT0000389,CUST004839,2022-12-13 09:00:00,Email,Complaint,Neutral,Closed,AGENT036,12,3.0
INT0000390,CUST003648,2022-04-04 09:00:00,Social Media,Complaint,Neutral,Resolved,AGENT033,10,5.0
INT0000391,CUST001813,2022-09-19 20:00:00,Store Visit,Support,Neutral,Pending,AGENT010,35,5.0
INT0000392,CUST003024,2022-10-13 20:00:00,Chat,Complaint,Positive,Escalated,AGENT012,4,2.0
INT0000393,CUST003693,2023-12-17 20:00:00,Phone Call,Complaint,Neutral,Resolved,AGENT012,23,3.0
INT0000394,CUST001704,2022-01-01 02:00:00,Email,Support,Positive,Resolved,AGENT050,43,3.0
INT0000395,CUST003558,2022-05-07 02:00:00,Social Media,Inquiry,Negative,Resolved,AGENT040,2,3.0
INT0000396,CUST004895,2024-07-13 12:00:00,Phone Call,Feedback,Positive,Pending,AGENT046,36,3.0
INT0000397,CUST003848,2022-06-25 22:00:00,Phone Call,Return Request,Neutral,Escalated,AGENT041,2,
INT0000398,CUST002028,2023-05-31 15:00:00,Social Media,Inquiry,Negative,Resolved,AGENT031,27,3.0
INT0000399,CUST002787,2024-04-17 19:00:00,Phone Call,Support,Neutral,Escalated,AGENT017,41,
INT0000400,CUST002647,2023-11-24 00:00:00,Email,Feedback,Positive,Pending,AGENT005,2,4.0
INT0000401,CUST002634,2024-02-23 00:00:00,Store Visit,Inquiry,Neutral,Pending,AGENT025,26,
INT0000402,CUST000752,2023-10-13 04:00:00,Store Visit,Inquiry,Positive,Resolved,AGENT033,3,
INT0000403,CUST002794,2023-03-02 18:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT010,40,1.0
INT0000404,CUST003497,2023-04-03 17:00:00,Phone Call,Feedback,Negative,Closed,AGENT003,42,5.0
INT0000405,CUST000677,2023-08-05 09:00:00,Phone Call,Return Request,Positive,Escalated,AGENT030,12,
INT0000406,CUST000410,2022-07-31 09:00:00,Social Media,Return Request,Negative,Pending,AGENT032,43,5.0
INT0000407,CUST001789,2023-11-23 02:00:00,Chat,Feedback,Positive,Closed,AGENT043,14,4.0
INT0000408,CUST003627,2023-04-22 22:00:00,Email,Return Request,Positive,Pending,AGENT036,17,3.0
INT0000409,CUST004887,2023-12-29 20:00:00,Store Visit,Inquiry,Positive,Resolved,AGENT023,18,4.0
INT0000410,CUST001884,2024-02-04 04:00:00,Chat,Return Request,Negative,Resolved,AGENT005,41,3.0
INT0000411,CUST004201,2022-12-07 13:00:00,Chat,Return Request,Negative,Closed,AGENT005,30,5.0
INT0000412,CUST003334,2023-05-03 01:00:00,Chat,Complaint,Neutral,Escalated,AGENT031,13,2.0
INT0000413,CUST001730,2023-03-14 12:00:00,Store Visit,Inquiry,Positive,Closed,AGENT020,15,2.0
INT0000414,CUST000215,2023-10-06 16:00:00,Chat,Feedback,Negative,Resolved,AGENT038,24,4.0
INT0000415,CUST002788,2023-10-02 08:00:00,Store Visit,Inquiry,Negative,Escalated,AGENT010,19,3.0
INT0000416,CUST000290,2023-04-14 09:00:00,Email,Feedback,Neutral,Escalated,AGENT029,5,2.0
INT0000417,CUST000447,2024-01-22 05:00:00,Phone Call,Feedback,Positive,Escalated,AGENT021,19,1.0
INT0000418,CUST004885,2022-12-25 19:00:00,Store Visit,Complaint,Positive,Pending,AGENT045,36,
INT0000419,CUST002115,2022-11-29 16:00:00,Phone Call,Feedback,Neutral,Closed,AGENT026,28,
INT0000420,CUST004774,2024-03-04 00:00:00,Email,Inquiry,Neutral,Escalated,AGENT013,23,
INT0000421,CUST000308,2022-11-13 13:00:00,Phone Call,Return Request,Positive,Escalated,AGENT036,20,4.0
INT0000422,CUST003753,2022-11-30 19:00:00,Chat,Inquiry,Positive,Closed,AGENT019,36,
INT0000423,CUST000702,2024-08-19 23:00:00,Chat,Complaint,Negative,Pending,AGENT035,23,
INT0000424,CUST004813,2022-12-15 02:00:00,Phone Call,Feedback,Neutral,Resolved,AGENT042,4,3.0
INT0000425,CUST003061,2024-07-27 02:00:00,Social Media,Complaint,Neutral,Escalated,AGENT045,9,1.0
INT0000426,CUST002462,2022-11-06 05:00:00,Email,Support,Neutral,Escalated,AGENT042,28,4.0
INT0000427,CUST004324,2024-01-17 05:00:00,Email,Inquiry,Neutral,Closed,AGENT030,32,2.0
INT0000428,CUST000358,2023-10-18 08:00:00,Store Visit,Complaint,Neutral,Resolved,AGENT004,6,5.0
INT0000429,CUST000186,2022-11-23 17:00:00,Phone Call,Support,Neutral,Pending,AGENT022,3,
INT0000430,CUST002906,2022-11-19 19:00:00,Chat,Support,Negative,Escalated,AGENT003,15,3.0
INT0000431,CUST002501,2024-06-10 07:00:00,Phone Call,Inquiry,Negative,Escalated,AGENT034,35,3.0
INT0000432,CUST002382,2022-07-16 20:00:00,Social Media,Support,Negative,Closed,AGENT008,3,1.0
INT0000433,CUST003855,2022-02-28 02:00:00,Email,Complaint,Positive,Closed,AGENT021,28,5.0
INT0000434,CUST003902,2024-03-28 02:00:00,Chat,Complaint,Neutral,Resolved,AGENT035,10,2.0
INT0000435,CUST001341,2023-03-08 03:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT033,8,1.0
INT0000436,CUST002303,2023-12-16 09:00:00,Social Media,Support,Positive,Escalated,AGENT003,21,5.0
INT0000437,CUST002418,2022-02-19 16:00:00,Email,Return Request,Positive,Resolved,AGENT013,16,3.0
INT0000438,CUST003670,2022-09-10 04:00:00,Chat,Complaint,Positive,Closed,AGENT031,18,4.0
INT0000439,CUST004710,2023-01-05 00:00:00,Social Media,Feedback,Negative,Closed,AGENT004,10,4.0
INT0000440,CUST004455,2023-05-19 11:00:00,Chat,Return Request,Neutral,Closed,AGENT028,45,
INT0000441,CUST000854,2022-05-28 13:00:00,Store Visit,Return Request,Positive,Closed,AGENT049,14,3.0
INT0000442,CUST004350,2024-02-03 03:00:00,Store Visit,Inquiry,Neutral,Escalated,AGENT045,31,5.0
INT0000443,CUST001303,2022-04-06 16:00:00,Email,Complaint,Neutral,Pending,AGENT044,8,
INT0000444,CUST001818,2023-08-10 13:00:00,Email,Support,Negative,Pending,AGENT009,39,4.0
INT0000445,CUST003059,2023-09-29 22:00:00,Email,Return Request,Positive,Pending,AGENT009,30,
INT0000446,CUST002785,2022-07-19 00:00:00,Phone Call,Support,Negative,Pending,AGENT031,11,5.0
INT0000447,CUST003541,2023-01-08 04:00:00,Social Media,Inquiry,Positive,Resolved,AGENT009,42,
INT0000448,CUST002666,2022-09-19 19:00:00,Email,Inquiry,Positive,Pending,AGENT020,43,5.0
INT0000449,CUST003404,2022-09-08 07:00:00,Phone Call,Complaint,Neutral,Escalated,AGENT021,30,2.0
INT0000450,CUST002713,2023-06-17 18:00:00,Chat,Feedback,Neutral,Resolved,AGENT030,15,1.0
INT0000451,CUST000323,2022-11-28 04:00:00,Email,Return Request,Negative,Closed,AGENT013,37,3.0
INT0000452,CUST004456,2022-03-25 20:00:00,Phone Call,Complaint,Positive,Resolved,AGENT016,31,2.0
INT0000453,CUST003716,2024-05-16 08:00:00,Store Visit,Complaint,Negative,Escalated,AGENT014,33,1.0
INT0000454,CUST000380,2023-04-23 01:00:00,Email,Complaint,Positive,Escalated,AGENT038,14,5.0
INT0000455,CUST004380,2022-09-12 10:00:00,Email,Feedback,Negative,Pending,AGENT003,27,5.0
INT0000456,CUST001317,2022-05-03 01:00:00,Store Visit,Inquiry,Neutral,Resolved,AGENT039,41,5.0
INT0000457,CUST000429,2023-11-07 03:00:00,Phone Call,Inquiry,Positive,Closed,AGENT014,40,4.0
INT0000458,CUST000950,2024-06-13 21:00:00,Social Media,Support,Neutral,Escalated,AGENT007,26,2.0
INT0000459,CUST000890,2023-10-13 16:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT050,25,4.0
INT0000460,CUST000999,2023-08-24 00:00:00,Phone Call,Feedback,Positive,Pending,AGENT031,42,1.0
INT0000461,CUST004976,2023-04-12 03:00:00,Chat,Feedback,Negative,Resolved,AGENT018,40,1.0
INT0000462,CUST002616,2023-07-18 13:00:00,Chat,Feedback,Negative,Closed,AGENT001,5,1.0
INT0000463,CUST004355,2024-02-10 13:00:00,Email,Inquiry,Neutral,Resolved,AGENT006,15,2.0
INT0000464,CUST000656,2023-05-01 02:00:00,Chat,Inquiry,Positive,Pending,AGENT025,42,3.0
INT0000465,CUST001636,2022-02-26 20:00:00,Store Visit,Feedback,Positive,Resolved,AGENT001,7,
INT0000466,CUST004297,2024-08-01 23:00:00,Store Visit,Complaint,Neutral,Resolved,AGENT008,36,
INT0000467,CUST004423,2024-08-23 19:00:00,Phone Call,Support,Negative,Pending,AGENT017,36,2.0
INT0000468,CUST004878,2023-10-05 17:00:00,Phone Call,Return Request,Positive,Pending,AGENT017,38,
INT0000469,CUST003497,2024-07-25 14:00:00,Chat,Support,Neutral,Closed,AGENT027,5,1.0
INT0000470,CUST004939,2023-05-20 11:00:00,Social Media,Inquiry,Neutral,Resolved,AGENT008,40,5.0
INT0000471,CUST001974,2024-09-17 07:00:00,Store Visit,Support,Neutral,Closed,AGENT047,8,4.0
INT0000472,CUST002296,2024-01-04 12:00:00,Social Media,Support,Positive,Escalated,AGENT027,10,
INT0000473,CUST000366,2022-07-09 17:00:00,Chat,Complaint,Negative,Resolved,AGENT018,43,
INT0000474,CUST003519,2023-03-27 01:00:00,Social Media,Complaint,Positive,Pending,AGENT013,6,1.0
INT0000475,CUST004770,2023-01-04 18:00:00,Store Visit,Return Request,Positive,Pending,AGENT036,3,2.0
INT0000476,CUST002840,2023-08-28 07:00:00,Email,Return Request,Neutral,Resolved,AGENT002,34,2.0
